chr2	113627401	113628549	1	1	1	0	1	48
chr2	113628011	113628549	1	1	1	0	1	28
chr2	113628714	113632914	1	1	1	0	2	30
chr2	113632945	113634152	1	1	1	0	2	30
chr2	113641006	113641352	1	1	1	0	1	12
chr2	113641451	113641780	1	1	1	0	2	50
chr2	113641865	113642030	1	1	1	0	2	37
chr12	6023788	6025579	2	2	1	0	1	13
chr13	30461534	30462537	2	2	1	0	1	48
chr14	19064694	19066000	1	1	1	0	2	47
chr14	19066116	19066235	1	1	1	0	2	27
chr14	19068569	19092915	1	1	1	0	1	11
chr14	19307112	19331481	2	2	1	0	1	5
chr14	19333814	19333933	2	2	1	0	2	27
chr14	19334049	19335351	2	2	1	0	2	47
chr15	20154668	20157372	1	1	1	0	1	12
chr15	21161197	21163903	1	1	1	0	1	12
chr15	21161197	21163947	1	1	1	0	2	46
chr22	15787283	15788584	1	1	1	0	2	47
chr22	15788700	15788819	1	1	1	0	2	27
chr22	15791153	15815475	1	1	1	0	1	11
chr22	16602216	16611657	1	1	1	1	0	19
chr22	16611894	16613984	1	1	1	1	0	46
chr22	16611894	16614076	1	1	1	1	0	26
chr22	16647786	16648526	1	1	1	1	0	47
chr22	16702204	16703992	2	2	1	0	1	13
chr22	17037345	17044872	1	1	1	3	0	48
chr22	17045001	17046345	1	1	1	1	0	20
chr22	17046415	17047323	1	1	1	1	0	29
chr22	17088150	17097061	1	1	1	1	0	22
chr22	17097087	17097796	1	1	1	1	0	18
chr22	17097944	17098774	1	1	1	5	0	41
chr22	17098888	17100354	1	1	1	1	0	34
chr22	17100482	17101995	1	1	1	2	0	35
chr22	17102044	17102138	1	1	1	3	0	47
chr22	17107769	17108306	1	1	1	1	0	11
chr22	17138739	17141058	2	2	1	3	0	24
chr22	17141234	17141392	2	2	1	1	0	34
chr22	17141234	17143097	2	2	1	4	0	34
chr22	17143132	17145023	2	2	1	2	0	34
chr22	17148561	17149541	2	2	1	3	0	38
chr22	17149746	17159125	2	2	1	1	0	9
chr22	17181577	17181819	2	2	1	2	0	49
chr22	17182023	17182603	2	2	1	2	0	40
chr22	17185935	17188338	2	2	1	1	0	44
chr22	17203774	17207070	2	2	1	1	0	40
chr22	17477683	17497402	1	1	1	2	0	42
chr22	17497587	17499409	1	1	1	3	0	44
chr22	17499550	17500630	1	1	1	2	0	36
chr22	17500736	17503081	1	1	1	2	0	42
chr22	17503132	17504846	1	1	1	3	0	49
chr22	17505017	17511812	1	1	1	1	0	26
chr22	17505017	17524117	1	1	1	2	0	20
chr22	17511897	17524117	1	1	1	1	0	38
chr22	17524272	17537102	1	1	1	5	0	34
chr22	17537233	17538519	1	1	1	1	0	22
chr22	17539120	17540411	1	1	1	2	0	41
chr22	17539516	17540411	1	1	1	1	0	37
chr22	17541968	17542156	1	1	1	1	0	32
chr22	17542839	17548147	1	1	1	1	0	37
chr22	17543004	17548147	1	1	1	2	0	29
chr22	17549565	17552030	1	1	1	2	0	48
chr22	17552143	17552834	1	1	1	1	0	48
chr22	17563696	17579737	2	2	1	1	0	29
chr22	17563714	17569923	1	1	1	9	0	49
chr22	17563714	17579744	1	1	1	1	0	36
chr22	17569987	17579744	1	1	1	6	0	50
chr22	17579965	17581036	1	1	1	8	0	47
chr22	17581160	17581357	1	1	1	5	0	32
chr22	17581414	17582562	1	1	1	5	0	39
chr22	17582654	17583415	1	1	1	6	0	41
chr22	17582664	17583415	1	1	1	1	0	26
chr22	17583535	17587135	1	1	1	9	0	48
chr22	17587302	17587924	1	1	1	5	0	45
chr22	17588080	17589589	1	1	1	6	0	46
chr22	17589666	17590094	1	1	1	6	0	49
chr22	17592737	17594528	2	2	1	61	0	46
chr22	17594617	17598193	2	2	1	57	0	50
chr22	17598289	17600026	2	2	1	44	0	48
chr22	17600096	17601091	2	2	1	49	0	49
chr22	17601182	17612811	2	2	1	63	0	50
chr22	17612879	17613210	2	2	1	68	0	50
chr22	17613321	17619460	2	2	1	58	0	50
chr22	17613321	17628602	2	2	1	3	0	34
chr22	17619527	17628602	2	2	1	44	0	46
chr22	17638701	17655661	1	1	1	0	1	3
chr22	17638887	17655661	1	1	1	12	1	46
chr22	17655833	17662898	1	1	1	1	0	29
chr22	17655833	17683213	1	1	1	7	0	46
chr22	17683322	17688985	1	1	1	6	0	47
chr22	17683322	17702242	1	1	1	1	0	10
chr22	17689143	17696140	1	1	1	2	0	42
chr22	17696211	17702242	1	1	1	5	0	47
chr22	17702387	17726676	1	1	1	5	0	27
chr22	17706826	17726676	1	1	1	2	0	49
chr22	17735592	17738016	2	2	1	1	0	24
chr22	17738230	17739348	2	2	1	4	0	46
chr22	17739489	17743802	2	2	1	4	0	45
chr22	17744014	17750104	2	2	1	5	0	38
chr22	17750175	17773609	2	2	1	2	0	14
chr22	17790917	17790997	2	2	1	10	0	48
chr22	17791072	17791201	2	2	1	7	0	43
chr22	17808938	17810702	2	2	1	4	0	44
chr22	17810814	17816689	2	2	1	4	0	42
chr22	17814845	17814972	1	1	1	1	0	23
chr22	17816785	17817310	2	2	1	5	0	49
chr22	17819130	17821426	2	2	1	4	0	35
chr22	17821510	17822029	2	2	1	8	0	41
chr22	17822171	17822946	2	2	1	6	0	45
chr22	17823061	17827643	2	2	1	4	0	49
chr22	17826517	17827643	2	2	1	1	0	41
chr22	17827782	17831853	2	2	1	2	0	32
chr22	17832108	17841821	2	2	1	6	0	40
chr22	17838856	17841821	2	2	1	1	0	12
chr22	17842018	17864898	2	2	1	7	1	49
chr22	17864987	17865923	2	2	1	16	0	49
chr22	17866013	17871836	2	2	1	13	0	48
chr22	17872024	17885877	2	2	1	8	0	45
chr22	17886052	17887169	2	2	1	10	0	46
chr22	17887233	17887322	2	2	1	11	0	48
chr22	17887436	17889033	2	2	1	11	0	47
chr22	17889231	17891484	2	2	1	7	0	45
chr22	17891633	17893807	2	2	1	10	0	42
chr22	17893905	17895283	2	2	1	7	0	44
chr22	17895411	17896245	2	2	1	20	0	48
chr22	17896362	17896723	2	2	1	11	0	47
chr22	17896982	17899447	2	2	1	12	0	46
chr22	17899549	17900841	2	2	1	19	0	48
chr22	17900998	17901877	2	2	1	7	0	27
chr22	17901980	17902630	2	2	1	8	0	40
chr22	17902748	17904631	2	2	1	12	0	48
chr22	17904840	17906548	2	2	1	20	0	46
chr22	17906887	17907509	2	2	1	1	0	24
chr22	17906887	18001392	2	2	1	3	0	42
chr22	17906887	18024280	2	2	1	1	0	9
chr22	18078048	18078295	1	1	1	1	0	6
chr22	18078607	18079873	1	1	1	3	0	36
chr22	18080015	18083436	1	1	1	7	0	48
chr22	18083733	18085111	1	1	1	9	0	46
chr22	18083733	18087971	1	1	1	1	0	35
chr22	18085259	18087971	1	1	1	5	0	45
chr22	18110869	18121478	1	1	1	6	0	48
chr22	18121702	18124155	1	1	1	9	0	50
chr22	18124305	18126353	1	1	1	6	0	50
chr22	18127035	18130842	1	1	1	14	0	50
chr22	18150223	18157557	1	3	1	1	0	42
chr22	18168037	18169843	1	1	1	2	0	28
chr22	18169940	18170752	1	1	1	1	0	41
chr22	18345449	18345752	1	1	1	0	1	42
chr22	18529094	18529440	1	1	1	0	1	34
chr22	18529498	18529605	1	1	1	0	4	49
chr22	18530009	18530155	1	1	1	0	1	9
chr22	18534054	18535244	2	2	1	0	3	48
chr22	18535329	18535858	2	2	1	2	0	34
chr22	18536809	18537291	2	2	1	0	7	44
chr22	18538559	18538639	2	2	1	0	4	47
chr22	18538745	18539227	2	2	1	0	2	38
chr22	18539338	18540401	2	2	1	0	1	5
chr22	18540473	18540572	2	2	1	2	0	45
chr22	18540646	18543666	2	2	1	2	0	43
chr22	18543738	18544651	2	2	1	1	0	45
chr22	18544782	18547245	2	2	1	1	0	37
chr22	18547374	18548010	2	2	1	0	4	50
chr22	18548119	18548317	2	2	1	0	5	25
chr22	18548470	18548669	2	2	1	0	11	49
chr22	18773969	18774272	2	2	1	0	1	42
chr22	18791227	18791772	2	2	1	0	1	39
chr22	18852640	18855620	2	2	1	0	1	35
chr22	18906485	18906564	1	1	1	0	5	47
chr22	18906726	18909979	1	1	1	1	0	36
chr22	18906726	18910171	1	1	1	0	3	39
chr22	18910273	18910887	1	1	1	0	2	38
chr22	18911029	18911539	1	1	1	0	2	5
chr22	18913363	18913437	2	2	1	0	1	40
chr22	18916989	18918315	2	2	1	0	6	43
chr22	18918492	18919450	2	4	1	0	10	37
chr22	18919598	18919705	2	2	1	0	7	44
chr22	18919632	18919705	2	2	1	1	0	16
chr22	18919799	18921341	2	2	1	0	12	49
chr22	18921424	18922324	2	2	1	0	7	41
chr22	18922405	18922816	2	2	1	0	5	49
chr22	18922934	18923114	2	2	1	0	6	37
chr22	18923180	18925050	2	2	1	0	5	48
chr22	18925201	18925687	2	2	1	0	5	35
chr22	18925723	18930989	2	2	1	0	10	35
chr22	18926300	18927581	2	2	1	0	1	46
chr22	18931199	18936014	2	2	1	0	5	28
chr22	18970659	18987756	1	1	1	1	0	18
chr22	18970659	18990719	1	1	1	2	0	27
chr22	18970882	18987756	1	1	1	1	0	26
chr22	18970882	18990719	1	1	1	1	0	46
chr22	18987901	18990719	1	1	1	2	0	46
chr22	18988196	18989416	1	1	1	1	0	41
chr22	18988196	18990719	1	1	1	2	0	30
chr22	18990925	18991816	1	1	1	8	0	47
chr22	18990925	19005835	1	1	1	1	0	26
chr22	18992018	18994373	1	1	1	1	0	21
chr22	18992842	18994373	1	1	1	1	0	34
chr22	19014507	19017296	1	1	1	1	0	33
chr22	19014507	19030781	1	1	1	3	0	40
chr22	19030252	19030781	1	1	1	1	0	14
chr22	19039122	19041057	2	2	1	10	0	49
chr22	19039122	19048439	2	2	1	1	0	38
chr22	19041295	19041806	2	2	1	17	0	47
chr22	19041960	19048439	2	2	1	15	0	50
chr22	19048644	19056985	2	2	1	8	0	43
chr22	19057163	19063201	2	2	1	11	0	47
chr22	19063279	19064847	2	2	1	9	0	46
chr22	19065059	19068099	2	2	1	2	0	45
chr22	19065068	19068099	1	5	1	10	0	46
chr22	19068226	19089367	2	2	1	8	0	44
chr22	19089491	19122127	2	2	1	13	0	50
chr22	19134476	19135059	2	2	1	5	0	48
chr22	19135176	19137322	2	2	1	4	0	47
chr22	19137433	19138214	2	2	1	2	0	46
chr22	19137433	19138302	2	2	1	1	0	11
chr22	19138318	19139158	2	2	1	1	0	36
chr22	19139293	19139611	2	2	1	5	0	45
chr22	19139730	19139854	2	2	1	3	0	45
chr22	19140025	19142537	2	2	1	2	0	19
chr22	19142634	19142725	2	2	1	1	0	47
chr22	19142895	19144505	2	2	1	2	0	49
chr22	19176245	19176420	2	2	1	7	0	49
chr22	19176495	19176577	2	2	1	6	0	41
chr22	19176694	19176845	2	2	1	5	0	47
chr22	19176951	19177119	2	2	1	5	0	40
chr22	19177205	19177726	2	2	1	3	0	33
chr22	19177866	19177941	2	2	1	2	0	27
chr22	19178042	19178132	2	2	1	5	0	43
chr22	19178241	19178579	2	2	1	4	0	43
chr22	19179970	19180198	2	2	1	1	0	16
chr22	19183612	19187980	2	2	1	1	0	5
chr22	19196657	19199733	2	2	1	1	0	17
chr22	19208312	19208921	2	2	1	4	0	46
chr22	19209115	19210325	2	2	1	1	0	3
chr22	19210510	19216110	2	2	1	1	0	17
chr22	19216257	19219884	2	2	1	2	0	49
chr22	19220008	19221376	2	2	1	3	0	44
chr22	19221612	19221950	2	2	1	1	0	13
chr22	19222094	19222683	2	2	1	1	0	20
chr22	19226384	19229837	2	2	1	1	0	15
chr22	19229976	19232475	2	2	1	1	0	31
chr22	19232599	19233165	2	2	1	1	0	35
chr22	19233623	19234508	2	2	1	2	0	33
